id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
240913,tt2857160,0.051172,0,0,Non-Stop,Lacey Chabert|Amy Davidson|Will Kemp|Betsy Russell|David Lipper,http://www.mylifetime.com/movies/non-stop,Richard Gabai,,,"Mysterious emotional thriller about a woman who, after being left at the altar, has a brief liaison with a handsome stranger on a plane which ultimately puts her â€“ and everyone else on the flight â€“ in terrible danger.",90,Drama|Mystery|Thriller,Check Entertainment,11/29/13,10,5.7,2013,0,0
42449,tt0071604,0.02967,0,30000,Hearts and Minds,Georges Bidault|Clark Clifford|George Coker,,Peter Davis,The Forever War. Goes On,interview|controversy|militarism|carpet bombing,This film recounts the history and attitudes of the opposing sides of the Vietnam War using archival news footage as well as their own film and interviews. A key theme is how attitudes of American racism and self-righteousness militarism helped create and prolong this bloody conflict. The film also endeaveors to give voice to the Vietnamese people themselves as to how the war has affected them and their reasons why they fight the United States and other western powers while showing the basic humanity of the people that US propaganda tried to dismiss.,112,Documentary|War,BBS Productions,1/1/74,12,6.5,1974,0,132668.516655426
10317,tt1018765,0.795762,28000000,7002261,Our Brand Is Crisis,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy,,David Gordon Green,May the best campaign win.,political campaign|south america,"A feature film based on the documentary ""Our Brand Is Crisis"", which focuses on the use of American political campaign strategies in South America.",108,Drama|Comedy,Participant Media|Smokehouse Pictures,9/11/15,122,5.7,2015,25759988.6656049,6442077.28548599
13007,tt0815241,0.312842,0,0,Religulous,Bill Maher|Jose Luis De Jesus Miranda|Andrew Newberg|Steve Burg|Tal Bachman,http://www.lionsgate.com/religulous/,Larry Charles,Heaven help us.,muslim|museum|jew|evidence|rabbi,"Commentator-comic Bill Maher plays devil's advocate with religion as he talks to believers about their faith. Traveling around the world, Maher examines the tenets of Christianity, Judaism and Islam and raises questions about homosexuality, proof of Christ's existence, Jewish Sabbath laws, violent Muslim extremists.",101,Comedy|Documentary,Lions Gate Films,10/1/08,104,6.9,2008,0,0
9414,tt0120483,0.37438,20000000,13801755,The Man Who Knew Too Little,Bill Murray|Peter Gallagher|Joanne Whalley|Alfred Molina|Richard Wilson,,Jon Amiel,"Heâ€™s on a mission so secret, even he doesnâ€™t know about it.",london|bomb|brother brother relationship|helicopter|based on novel,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",97,Comedy|Thriller|Crime|Action,Regency Enterprises|Taurus Films|Polar Productions|Warner Bros.,11/14/97,64,6.5,1997,27169206.4214419,18749136.5286584
42979,tt1020990,0.437121,0,0,Robot Chicken: Star Wars,Candace Bailey|Bob Bergen|Ahmed Best|Seth Green|Abraham Benrubi,,Seth Green,Spend Father's Day with who really raised you... Star Wars.,,"Fans of Adult Swim's ""Robot Chicken"" and the Star Wars movie franchise won't want to miss this collection of 30 sketches. This hilarious compilation features an array of skits -- such as ""Darth Vader's Collect Call"" and ""Inside the AT-AT"" -- as well as the incredible voice talents of Hulk Hogan, Malcolm McDowell, Conan O'Brien and even the original Luke Skywalker himself, Mark Hamill.",23,Animation|Comedy|Science Fiction,Lucasfilm,7/17/07,31,6.2,2007,0,0
49953,tt1230204,0.669106,0,0,Sammy's avonturen: De geheime doorgang,Yuri Lowenthal|Gemma Arterton|Isabelle Fuhrman|Melanie Griffith|Tim Curry,,Ben Stassen,He's Turtly Amazing,number in title|digit in title|sea turtle|3d,"A sea turtle who was hatched in 1959 spends the next 50 years traveling the world while it is being changed by global warming. Born on a Baja, California beach in 1959, new hatchling Sammy must do what his fellow newborn sea turtles are doing: race across the beach to the ocean before they are captured by a seagull or crab. Thus begins Sammy's incredible fifty-year ocean journey. Along the way he meets his best friend, a fellow turtle named Ray, and overcomes obstacles both natural and man-made while trying to fulfill his dream of travelling around the world. Throughout his voyage, Sammy never forgets about Shelly - the turtle he saved on his first day and loves passionately from afar. Based on the actual trajectory of a sea turtle's life, the film illustrates the dangers humans pose to the species' survival. The film combines entertainment with an important environmental message.",88,Animation|Family,Motion Investment Group|nWave Pictures|Illuminata Pictures,8/3/10,91,5.8,2010,0,0
11850,tt0077745,0.409377,3500000,24046533,Invasion of the Body Snatchers,Donald Sutherland|Brooke Adams|Leonard Nimoy|Veronica Cartwright|Jeff Goldblum,,Philip Kaufman,From deep space... The seed is planted... the terror grows,taxi|san francisco|epidemic|extraterrestrial invasion|extraterrestrial life form,"The first remake of the paranoid infiltration classic moves the setting for the invasion, from a small town to the city of San Francisco and starts as Matthew Bennell notices that several of his friends are complaining that their close relatives are in some way different. When questioned later they themselves seem changed, as they deny everything or make lame excuses. As the invaders increase in number they become more open and Bennell, who has by now witnessed an attempted ""replacement"", realises that he and his friends must escape or suffer the same fate. But who can he trust to help him and who has already been snatched?",115,Horror|Thriller|Science Fiction|Mystery,United Artists|Solofilm,12/19/78,87,6.5,1978,11699452.4321991,80380362.5693735
36739,tt0096054,0.315482,0,0,School Daze,Laurence Fishburne|Giancarlo Esposito|Tisha Campbell-Martin|Kyme|Joe Seneca,,Spike Lee,,musical,In the South of the United States are taking place confrontations between two groups of students who have different ideas and are not able to accept the one of the oponent.,121,Comedy|Drama,Columbia Pictures|40 Acres & A Mule Filmworks,2/12/88,18,6.1,1988,0,0
9051,tt0078721,0.24539,0,0,10,Dudley Moore|Julie Andrews|Bo Derek|Robert Webber|Sam J. Jones,,Blake Edwards,"The funniest, sexiest midlife crisis in movie history.",mexico|beach|fantasy|honeymoon|marriage,A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.,122,Comedy|Romance,Orion Pictures Corporation|Geoffrey Productions,10/4/79,27,5.3,1979,0,0
24056,tt0471041,0.720352,8000000,0,The Tournament,Ving Rhames|Robert Carlyle|Ian Somerhalder|Kelly Hu|Liam Cunningham,,Scott Mann,"Every 10 years, the world's greatest assassins gather... Only one will survive.",competition|martial arts|assassin|fight|fistfight,"Every ten or seven years in an unsuspecting town, The Tournament takes place. A battle royale between 30 of the world's deadliest assassins. The last man standing receiving the $10,000,000 cash prize and the title of Worlds No 1, which itself carries the legendary million dollar a bullet price tag.",95,Horror|Action|Thriller,Sherwood Schwartz Productions|Mann Made Films|Storitel,5/1/09,91,5.7,2009,8131203.47299962,0
26901,tt1151384,0.160382,0,11295,"Otto; or, Up with Dead People",Jey Crisfar|Marcel Schlutt|Nicholas Fox Ricciardi|Susanne SachÃŸe|Katharina Klewinghaus,,Bruce LaBruce,,homophobia|horror|gay romance|gay relationship|zombies,"A modern fable about loneliness, emptiness, alienation, and the demonization of minorities. A young zombie, Otto, crawls out of his grave and unlives on the Berlin streets. There he meets an avante-garde film-maker who gives him a part in her political-porno-zombie movie. Otto discovers information about his past life that allows him to move on. Is it the living or the dead who are the zombies?",94,Drama|Horror|Comedy|Thriller|Foreign,,1/19/08,10,5,2008,0,11439.4250288745
301729,tt3399896,0.335941,0,0,Terminus,Jai Koutrae|Kendra Appleton|Todd Lascane|Bren Foster|Brendan Clearkin,,Marc Furmie,The End Begins Here,,"Following a near-fatal accident, David Chamberlain makes an unprecedented discovery that will not only determine the fate of his family, but of mankind.",94,Science Fiction|Thriller|Fantasy,Storm Vision Entertainment,1/30/15,39,4.6,2015,0,0
7979,tt0419887,0.505809,20000000,73276047,The Kite Runner,Khalid Abdalla|Atossa Leoni|Shaun Toub|Zekeria Ebrahimi|Ahmad Khan Mahmoodzada,http://www.kiterunnermovie.com/,Marc Forster,There is a way to be good again.,1970s|afghanistan|hang gliding|war in afghanistan|taliban,"The Kite Runner is a 2007 American drama film directed by Marc Forster based on the novel of the same name by Khaled Hosseini. It tells the story of Amir, a well-to-do boy from the Wazir Akbar Khan district of Kabul, who is tormented by the guilt of abandoning his friend Hassan, the son of his father's Hazara servant. The story is set against a backdrop of tumultuous events, from the fall of the monarchy in Afghanistan through the Soviet military intervention, the mass exodus of Afghan refugees to Pakistan and the United States, and the Taliban regime.  Though most of the film is set in Afghanistan, these parts were mostly shot in Kashgar, China, due to the dangers of filming in Afghanistan at the time. Most of the film's dialogue is in Dari, the Afghan dialect of Persian, with the remainder spoken in English. (from Wikipedia)",128,Drama,DreamWorks SKG|MacDonald/Parkes Productions|Sidney Kimmel Entertainment|Neal Street Productions|China Film Co-Production Corporation,10/14/07,223,7.3,2007,21033371.6526309,77062116.4893325
18419,tt0295736,0.097758,0,0,3 zÃ©ros,Samuel Le Bihan|GÃ©rard Lanvin|LorÃ nt Deutsch|GÃ©rard Darmon|Ticky Holgado,,Fabien Onteniente,,soccer,"A Fleury-MÃ©rogis, un match de foot a lieu dans la cour de prison. Tibor Kovacs, un jeune Hongrois, fait des prodiges avec le ballon. VÃ©ritable virtuose du football, il rÃªve de jouer en Ã©quipe de France. Pour Manu, son compagnon de cellule, Tibor est un cadeau du ciel. A la veille de leur sortie de prison, les deux compÃ¨res dÃ©cident d'unir leurs destins : Tibor deviendra le plus grand joueur du mon",97,Comedy,Bac Films|TF1 Films Production|Canal+|Mandarin Films,4/24/02,13,5.3,2002,0,0
3117,tt0071519,0.203942,0,0,Frankenstein and the Monster from Hell,Peter Cushing|Shane Briant|Madeline Smith|David Prowse|John Stratton,,Terence Fisher,Your blood will run cold when the monster rises.,insane asylum|frankenstein|mad scientist|hammer horror|human experiment,"Dr Simon Helder, sentenced to an insane asylum for crimes against humanity, recognises its director as the brilliant Baron Frankenstein, the man whose work he had been trying to emulate before his imprisonment. Frankenstein utilises Helder's medical knowledge for a project he has been working on for some time. He is assembling a man from vital organs extracted from various inmates in the asylum. And the Baron will resort to murder to acquire the perfect specimens for his most ambitious project ever.",93,Horror|Science Fiction,Hammer Film Productions,3/31/73,10,6.7,1973,0,0
59860,tt1067774,0.410616,20000000,17425000,Monte Carlo,Selena Gomez|Katie Cassidy|Cory Monteith|Leighton Meester|Andie MacDowell,,Thomas Bezucha,She's having the time of someone else's life.,monte carlo|mistaken identity|look-alike|young woman|texan,Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.,109,Adventure|Comedy|Romance,Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|DiNovi Pictures|Dune Entertainment III,7/1/11,359,5.9,2011,19387960.8518294,16891760.8921564
19382,tt0094746,0.154945,20000000,51684798,Biloxi Blues,Matthew Broderick|Christopher Walken|Matt Mulhern|Corey Parker|Casey Siemaszko,,Mike Nichols,The Army made Eugene a man. But Daisy gave him basic training!,world war ii|boot camp|biloxi mississippi,"During the Second World War, Eugene enlists in the US Army during the last year of the War and is sent to basic training in Biloxi Mississippi. There he must live with a variety of fellow soldiers while enduring the whims of a mentally unstable drill sergeant.",106,Comedy|Drama|Romance,Universal Pictures|Rastar Pictures,3/25/88,24,6.4,1988,36877820.4618061,95301135.0624359
11801,tt0783767,0.150269,15000000,0,Angel,Romola Garai|Sam Neill|Lucy Russell|Michael Fassbender|Charlotte Rampling,http://www.ifcfilms.com/films/angel,FranÃ§ois Ozon,A dreary city tenement provides backdrop to this tale of exclusion and the magic it takes to become accepted.,suicide|england|alcohol|sex|based on novel,"Edwardian England. A precocious girl from a poor background with aspirations to being a novelist finds herself swept to fame and fortune when her tasteless romances hit the best seller lists. Her life changes in unexpected ways when she encounters an aristocratic brother and sister, both of whom have cultural ambitions, and both of whom fall in love with her.",134,Drama|Romance|Foreign,FidÃ©litÃ© Productions|FOZ|SCOPE Invest|Virtual Films|Poisson Rouge Pictures,2/17/07,21,5.2,2007,15775028.7394731,0
9491,tt0099160,0.411888,0,0,Blue Steel,Jamie Lee Curtis|Ron Silver|Clancy Brown|Louise Fletcher|Philip Bosco,,Kathryn Bigelow,"For a rookie cop, there's one thing more dangerous than uncovering a killer's fantasy. Becoming it.",fight|wrong accusal|lover|weapon|psychopath,A female rookie in the police force engages in a cat and mouse game with a pistol wielding psychopath who becomes obsessed with her.,102,Thriller,Lightning Pictures|Vestron Pictures|Precision Films|Mack-Taylor Productions,3/16/90,32,5.4,1990,0,0
9078,tt0057546,2.18041,0,0,The Sword in the Stone,Sebastian Cabot|Karl Swenson|Junius Matthews|Norman Alden|Rickie Sorensen,,Wolfgang Reitherman,Tired of living in a Medieval mess...Merlin uses all his magic powers to change a scrawny little boy into a legendary hero!,kÃ¶nig arthur|merlin|knight|king arthur,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",79,Animation|Family,Walt Disney Productions,12/25/63,486,6.7,1963,0,0
10548,tt0118147,0.071142,0,2666118,When We Were Kings,Muhammad Ali|George Foreman|Don King|James Brown|B.B. King,,Leon Gast,The untold story of the Rumble in the Jungle.,underdog|boxer|disrespect|sport|zaire,"It's 1974. Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a willing backer in Mobutu Sese Suko, the dictator of Zaire, and the ""Rumble in the Jungle"" is set, including a musical festival featuring some of America's top black performers, like James Brown and B.B. King.",89,Documentary,PolyGram Filmed Entertainment|David Sonenberg Production|Das Films,10/25/96,23,7,1996,0,3706481.87164323
30943,tt0120646,0.322339,38000000,28121100,The Deep End of the Ocean,Michelle Pfeiffer|Treat Williams|Whoopi Goldberg|Jonathan Jackson|Cory Buck,,Ulu Grosbard,The search for her son was over. The search for her family was just beginning.,boy|reunion|kidnap,"Michelle Pfeiffer is ferocious in the role of a desperate mother whose 3-year-old son disappears during her high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated. Based on Jacquelyn Mitchard's best-selling novel (an Oprah book club selection), the movie effectively presents the troubling dynamics that exist between family members who've suffered such an unsettling loss.",106,Drama|Mystery,Columbia Pictures Corporation|Mandalay Entertainment,3/12/99,26,5.8,1999,49744008.1705842,36812006.0043636
9779,tt0403508,1.351718,25000000,39053061,The Sisterhood of the Traveling Pants,Amber Tamblyn|Alexis Bledel|America Ferrera|Blake Lively|Jenna Boyd,,Ken Kwapis,Laugh. Cry. Share the pants.,holiday|female friendship|jeans|coming of age|teenage girl,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",119,Drama|Comedy,DiNovi Pictures|Alcon Entertainment|Alloy Entertainment,6/1/05,195,6.3,2005,27914082.2413623,43605214.2612376
16288,tt0092796,0.614942,3500000,14000000,Creepshow 2,George Kennedy|Dorothy Lamour|Lois Chiles|Tom Savini|Tom Wright,,Michael Gornick,"When the curtain goes up, the terror begins.",lake|nudity|sequel|anthology|revenge,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",92,Horror,New World Pictures|Laurel Entertainment Inc.,5/1/87,42,5.8,1987,6716781.53322628,26867126.1329051
1891,tt0080684,5.488441,18000000,538400000,The Empire Strikes Back,Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,Irvin Kershner,The Adventure Continues...,rebel|asteroid|space battle|snow storm|space colony,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",124,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1/1/80,3954,8,1980,47628661.5525832,1424626187.77282
59006,tt1682246,0.273555,1000000,0,Girl Walks Into a Bar,Carla Gugino|Zachary Quinto|Danny DeVito|Emmanuelle Chriqui|Rosario Dawson,,Sebastian Gutierrez,"One night, ten bars, lots of mayhem.",bar|night life|independent film|los angeles|ensemble cast,A sharp-witted comedy that follows a group of apparent strangers in interlocking stories taking place in ten different bars during the course of one evening throughout Los Angeles.,80,Comedy,Shangri-La Entertainment|Gato Negro Films,3/7/11,18,5.9,2011,969398.042591472,0
9721,tt0417395,0.481416,13000000,0,7 Seconds,Wesley Snipes|Tamzin Outhwaite|Deobia Oparei|Georgina Rylance|Pete Lee-Wilson,,Simon Fellows,Timing is everything.,hostage|hold-up robbery|chase|wretch|police,"When an experienced thief accidentally makes off with a Van Gogh, his partner is kidnapped by gangsters in pursuit of the painting, forcing the criminal to hatch a rescue plan.",96,Action|Crime|Thriller,Andrew Stevens Entertainment,6/28/05,26,4.3,2005,14515322.7655084,0
12187,tt0107091,0.375771,0,16589540,Heart and Souls,Robert Downey Jr.|Charles Grodin|Kyra Sedgwick|Elisabeth Shue|Tom Sizemore,,Ron Underwood,The story of four souls who needed a body and one guy who needed some soul.,afterlife,"A businessman is reunited with the four lost souls who were his guardian angels during childhood, all with a particular purpose to joining the afterlife.",104,Fantasy|Drama|Comedy|Science Fiction|Romance,Universal Pictures|Stampede Entertainment|Alphaville Films,8/13/93,31,6.2,1993,0,25041412.3083992
2771,tt0305206,0.573104,0,6003587,American Splendor,Paul Giamatti|Hope Davis|Judah Friedlander|James Urbaniak|Harvey Pekar,http://www.newline.com/properties/americansplendor.html,Shari Springer Berman|Robert Pulcini,Ordinary life is pretty complicated,independent film|harvey pekar|v.a. hospital|junk sale|jellybean,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,101,Comedy|Drama,,8/15/03,60,6.7,2003,0,7116367.728632
10578,tt0336325,0.335925,0,0,Dracula II: Ascension,Stephen Billington|Craig Sheffer|Jason Scott Lee|Jason London|Diane Neal,,Patrick Lussier,,dracula|student of medicine,"Sequel to Dracula 2000. Father Uffizi [Jason Scott Lee] hunts vampires. He travels the world to behead them with his bullwhip, but his ultimate goal is to find the first vampire, Dracula (revealed as Judas Iscariot in Dracula 2000), absolve Dracula's sins against Jesus, set his soul free, and end his unholy existence. So, when Dracula's charred body turns up in the New Orleans morgue, Uffizi heads there. Medical students, Liz Blaine [Diane Neal] and Luke [Jason London] are charged with autopsying the body. When they open the abdominal cavity, they find that the liver and other organs are white, suggesting to Luke that the person did not produce his own blood but got it elsewhere, i.e., a vampire.",85,Horror,Dimension Films,6/7/03,16,4.4,2003,0,0
34081,tt0284929,0.150417,0,0,Ted Bundy,Michael Reilly Burke|Boti Bliss|Tracey Walter|Deborah Offner|Tom Savini,,Matthew Bright,Not every serial killer fits the profile.,child murderer|mass murder|ladykiller|kidnapping and murder|serial killer,"Docu-drama based on the life of Ted Bundy, a serial killer who killed at least 19 young women during the 1970's (though some sources say as many as 30 to 35 were murdered). Set from his college student years, to his first victims, his capture, escape from prison (twice), his final killing spree to his trial, conviction and execution.",99,Crime|Drama|Horror,Incessant Barking Productions Inc.,11/22/02,17,6,2002,0,0
4147,tt0257044,1.165599,80000000,181001478,Road to Perdition,Tom Hanks|Tyler Hoechlin|Jennifer Jason Leigh|Liam Aiken|Paul Newman,,Sam Mendes,Pray for Michael Sullivan.,based on graphic novel|homework|shot in the chin|soft boiled egg|learning to drive,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",117,Thriller|Crime|Drama,DreamWorks SKG|The Zanuck Company|Twentieth Century Fox Film Corporation,7/12/02,614,7.1,2002,96980911.4896437,219421103.967658
217,tt0367882,3.16167,185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,Harrison Ford|Cate Blanchett|Shia LaBeouf|Ray Winstone|Karen Allen,http://www.indianajones.com/site/index.html,Steven Spielberg,The adventure continues . . .,saving the world|riddle|whip|treasure|mexico city,"Set during the Cold War, the Soviets â€“ led by sword-wielding Irina Spalko â€“ are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend â€“ and Indy's colleague â€“ Professor Oxley has been captured for his knowledge of the skull's whereabouts.",122,Adventure|Action,Lucasfilm|Paramount Pictures,5/21/08,1537,5.6,2008,187365527.254695,796694459.895067
10289,tt1075111,0.265233,0,0,15 ans et demi,Daniel Auteuil|Juliette Lamboley|Julie Ferrier|FranÃ§ois Damiens|Lionel Abelanski,http://www.15ansetdemi-lefilm.com/,FranÃ§ois Desagnat|Thomas Sorriaux,,paris|daughter|scientist,"The story about the age gap between a scientist father, Philipe Le Tallec, and his newly discovered teen aged daughter, Eglantine.",97,Comedy|Drama,Gaumont International|Pulsar Productions|Bikini Films,4/30/08,28,4.9,2008,0,0
47914,tt0076915,0.241629,0,0,The White Buffalo,Charles Bronson|Jack Warden|Clint Walker|Slim Pickens|Stuart Whitman,,J. Lee Thompson,Two legendary enemies unite to fight the charging white beast!!,based on novel|wyoming|saloon|buffalo|native american,"In this strange western version of JAWS, Wild Bill Hickok hunts a white buffalo he has seen in a dream. Hickok moves through a variety of uniquely authentic western locations - dim, filthy, makeshift taverns; freezing, slaughterhouse-like frontier towns and beautifully desolate high country - before improbably teaming up with a young Crazy Horse to pursue the creature.",97,Western,Dino De Laurentiis Company,5/1/77,10,5.6,1977,0,0
696,tt0079522,0.96139,0,39946780,Manhattan,Woody Allen|Diane Keaton|Michael Murphy|Mariel Hemingway|Meryl Streep,,Woody Allen,Woody Allen's New Comedy Hit,new york|adultery|based on novel|lolita|love,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,96,Comedy|Drama|Romance,Jack Rollins & Charles H. Joffe Productions,4/25/79,310,7.7,1979,0,120022257.73605
65760,tt0896872,0.534678,0,0,The Whistleblower,Rachel Weisz|Vanessa Redgrave|Monica Bellucci|David Strathairn|Nikolaj Lie Kaas,http://www.thewhistleblower-movie.com/,Larysa Kondracki,Nothing is more dangerous than the truth.,sarajevo|biography|conspiracy|teenage prostitute|sex trafficking,"Based on the experiences of Nebraska cop Kathryn Bolkovac (Rachel Weisz) who discovers a deadly sex trafficking ring while serving as a U.N. peacekeeper in post-war Bosnia. Risking her own life to save the lives of others, she uncovers an international conspiracy that is determined to stop her, no matter the cost.",112,Drama|Thriller|Crime,First Generation Films|Mandalay Vision|Samuel Goldwyn Films|Voltage Pictures|Primary Productions,9/13/10,75,6.7,2010,0,0
11523,tt0264150,0.716775,0,15614000,View from the Top,Gwyneth Paltrow|Christina Applegate|Candice Bergen|Marc Blucas|Kelly Preston,,Bruno Barreto,Prepare for her arrival.,stewardess|casting|boss,A small-town woman tries to achieve her goal of becoming a flight attendant.,87,Comedy|Romance,Miramax Films,3/21/03,81,5.3,2003,0,18508096.1956343
18681,tt0120662,0.238749,15000000,0,Eye of the Beholder,Ewan McGregor|Ashley Judd|Patrick Bergin|K.D. Lang|GeneviÃ¨ve Bujold,,Stephan Elliott,Obsession is in the eye of the beholder.,beautiful woman|serial killer|secret service|blindness,"A private eye shadows a female serial killer of men all over the U.S. without her knowing as he, strangely enough, occasionally acts as her guardian angel.",109,Drama|Mystery|Thriller,Destination Films,9/4/99,25,5.3,1999,19635792.6989148,0
12703,tt0330099,0.125361,10000000,0,The Brown Bunny,Vincent Gallo|ChloÃ« Sevigny|Cheryl Tiegs|Elizabeth Blake|Anna Vareschi,,Vincent Gallo,"I'm not going to be okay, Bud.",rape|ambulance|ex-girlfriend|memory|unsimulated sex,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love.",93,Drama,Wild Bunch|KinÃ©tique Inc.|Vincent Gallo Productions,8/27/04,23,5.5,2004,11544453.9981214,0
4538,tt0838221,0.267233,16000000,24377151,The Darjeeling Limited,Owen Wilson|Jason Schwartzman|Adrien Brody|Bill Murray|Anjelica Huston,http://www.foxsearchlight.com/thedarjeelinglimited/,Wes Anderson,,brother brother relationship|train attendant|drinking syrup|healing|steward,"Three American brothers who have not spoken to each other in a year set off on a train voyage across India with a plan to find themselves and bond with each other -- to become brothers again like they used to be. Their ""spiritual quest"", however, veers rapidly off-course (due to events involving over-the-counter pain killers, Indian cough syrup, and pepper spray).",91,Adventure|Drama|Comedy,Fox Searchlight Pictures|Scott Rudin Productions,9/29/07,488,7.2,2007,16826697.3221047,25636683.8407651
212778,tt2883512,2.67235,11000000,45967935,Chef,Jon Favreau|John Leguizamo|Bobby Cannavale|Emjay Anthony|Scarlett Johansson,http://chefthefilm.com/,Jon Favreau,Starting from scratch never tasted so good,father-son relationship|kitchen|restaurant owner|food|divorce,"A chef who loses his restaurant job starts up a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.",115,Comedy,Open Road Films|Aldamisa Entertainment|Kilburn Media|Fetisov Teterin Films,5/8/14,866,7.2,2014,10132001.558486,42340653.5509441
209361,tt1196956,0.544291,0,10900434,One Chance,James Corden|Alexandra Roach|Julie Walters|Colm Meaney|Jemima Rooper,,David Frankel,The incredible true story of an underdog who never gave up,,"This film follows the remarkable and inspirational true story of Paul Potts, a shy, bullied shop assistant by day and an amateur opera singer by night.",103,Drama|Comedy|Music,Diamond Films,9/9/13,72,6.1,2013,0,10203169.7833457
255157,tt2376218,1.197444,0,0,The Forger,John Travolta|Christopher Plummer|Tye Sheridan|Abigail Spencer|Marcus Thomas,,Philip Martin,Never too late for a final blow,suspense|theft,"A former child art prodigy and second generation petty thief arranges to buy his way out of prison to spend time with his ailing son, only to be forced to alter his plans and commit one more job for the man who financed his release.",95,Thriller|Crime|Drama,Code Entertainment|Solution Entertainment Group|Freedom Media|Siren Digital - Hollywood,9/10/14,74,5.3,2014,0,0
280922,tt3042626,0.167083999999999,0,0,Asthma,Benedict Samuel|Krysten Ritter|Nick Nolte|Rosanna Arquette|Goran Visnjic,,Jake Hoffman,,artist|musician|escape|classic|car,A young musician takes a beautiful tattoo artist on a ride in a stolen classic car.,90,Romance|Drama,"Thank You, Brain! Productions|Out Of The Woods Productions|Sunny Field Entertainment",7/8/14,10,6.5,2014,0,0
82990,tt2109184,0.557661,5000000,142817992,Paranormal Activity 4,Katie Featherston|Kathryn Newton|Matt Shively|Brady Allen|Sprague Grayden,,Henry Joost|Ariel Schulman,It's closer than you think,garage|poltergeist|webcam|imaginary friend|broken neck,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",95,Horror,Paramount Pictures|Blumhouse Productions|Room 101|Solana Films,10/17/12,352,5.3,2012,4748721.40676122,135640571.17621
20760,tt0457993,1.08107999999999,0,0,Lilo & Stitch 2: Stitch has a Glitch,Tia Carrere|Matt Corboy|Dakota Fanning|Jillian Henry|Jason Scott Lee,http://disneydvd.disney.go.com/lilo-stitch-2-stitch-has-a-glitch.html,Michael LaBash|Anthony Leondis,,,"Now, we find the rowdy extraterrestrial getting used to life with his new ohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",68,Animation|Comedy|Family,Walt Disney Pictures,1/29/05,133,6.4,2005,0,0
126909,tt2219564,0.083202,0,0,Cousin Ben Troop Screening,Jason Schwartzman,http://www.funnyordie.com/videos/fc132ce8b2/cousin-ben-troop-screening,Wes Anderson,,,Cousin Ben hosts a screening of Wes Anderson's Moonrise Kingdom to the troops.,2,,,1/1/12,14,7,2012,0,0
