id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
19890224	28165,tt0098503,0.378753,0,0,The Toxic Avenger Part II,Ron Fazio|John Altamura|Phoebe Legere|Rick Collins|Rikiya Yasuoka,,Michael Herz|Lloyd Kaufman,,japan|new jersey|sequel|superhero|gore,"The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.",96,Comedy|Horror|Action,Troma Entertainment,2/24/89,20,5.2,1989,0,0
19890217	1648,tt0096928,1.280429,10000000,40485039,Bill & Ted's Excellent Adventure,Keanu Reeves|Alex Winter|George Carlin|Dan Shor|Hal Landon Jr.,http://www.billandted.org/,Stephen Herek,History is about to be rewritten by two guys who can't spell.,jealousy|journey in the past|sigmund freud|time travel|socrates,"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",90,Adventure|Comedy|Science Fiction,Orion Pictures,2/17/89,225,6.6,1989,17589849.3904325,71212573.8575788
19890101	1380,tt0097438,0.209028,0,2777280,Gleaming the Cube,Christian Slater|Tony Hawk|Stacy Peralta|Rodney Mullen|Peter Kwong,,Graeme Clifford,,skateboarding|los angeles|skateboard,The cult classic 80â€™s B-film where the slacker skateboarder gets off his butt and cases down criminals. A skateboarding boy named Brian played by Christian Slater has a pretty normal life until his brother dies. The cops think itâ€™s a suicide yet he wonâ€™t believe it and follows some Vietnamese guys he thinks did it when he gets into a lot of trouble and has to ride his skateboard to save the day.,109,Drama,Twentieth Century Fox Film Corporation,1/1/89,11,5.7,1989,0,4885193.69150605
19881123	8337,tt0096256,0.540362,4000000,13008928,They Live,Roddy Piper|Keith David|Meg Foster|George Buck Flower|Peter Jason,http://www.theofficialjohncarpenter.com/they-live/,John Carpenter,Who are they? And what do they want?,dystopia|social commentary|alien invasion|sunglasses,"Nada, a down-on-his-luck construction worker, discovers a pair of special sunglasses. Wearing them, he is able to see the world as it really is: people being bombarded by media and government with messages like ""Stay Asleep"", ""No Imagination"", ""Submit to Authority"". Even scarier is that he is able to see that some usually normal-looking people are in fact ugly aliens in charge of the massive campaign to keep humans subdued.",94,Action|Horror|Science Fiction|Thriller,Universal Pictures|Alive Films|Larry Franco Productions,11/23/88,229,6.9,1988,7375564.09236123,23987045.5592281
19881118	12233,tt0095776,1.152044,0,0,Oliver & Company,Joey Lawrence|Billy Joel|Cheech Marin|Richard Mulligan|Roscoe Lee Browne,,George Scribner,The first Disney movie with attitude.,new york city|kittens|great dane,"This animated take on Oliver Twist re-imagines Oliver as an adorable orphaned kitten who struggles to survive in New York City and falls in with a band of canine criminals led by an evil human. First, Oliver meets Dodger, a carefree mutt with street savoir faire. But when Oliver meets wealthy Jenny on one of the gang's thieving missions, his life changes forever.",74,Animation|Comedy|Family,Walt Disney Pictures|Silver Screen Partners III,11/18/88,211,6.4,1988,0,0
19881111	26386,tt0095107,0.28514,6000000,28202109,Ernest Saves Christmas,Jim Varney|Douglas Seale|Noelle Parker|Gailard Sartain|Bill Byrge,,John R. Cherry III,A Holiday Comedy Unlike Any Other!,holiday,"When Santa Claus decides to retire and pass on his magic bag of Christmas surprises to a new Saint Nick, he enlists the aid of a hilarious assortment of characters. A perky teen runaway and hapless taxi driver Ernest P. Worrell must convince a skeptical kiddie-show host to take over the post of Father Christmas.",95,Comedy|Family,Touchstone Pictures,11/11/88,23,5.2,1988,11063346.1385418,52001615.6173144
19881029	13192,tt0095655,0.321068,22000000,0,Moonwalker,Michael Jackson|Joe Pesci|Mick Jagger|Sean Lennon|Brandon Quintin Adams,,Colin Chilvers|Jerry Kramer|Jim Blashfield,A Movie Like No Other,,"A movie that starts out with the ""Man in the Mirror"" music video, it then changes to a montage of video clips of Michael's career. Next comes a parody of his Bad video by children, and then Michael is chased by fans in a fantasy sequence. 2 more videos are shown, and then a movie in which Michael plays a hero with magical powers. In it he is chased by drug dealer Mr. Big and saves three children. Videos included in the movie are ""Smooth Criminal"" and ""Come Together"".",93,Action|Crime|Music|Fantasy|Thriller,Ultimate Productions,10/29/88,73,6.1,1988,40565602.5079868,0
19881027	8740,tt0096163,0.597387,0,0,Spoorloos,Bernard-Pierre Donnadieu|Eugene Bervoets|Johanna ter Steege|Gwen Eckhaus|Tania Latarjet,,George Sluizer,Who Has Seen This Woman?,france|loss of lover|roadhouse|vacation|kidnapping and murder,"A young man begins an obsessive search for his girlfriend after she mysteriously disappears during their sunny vacation getaway. His three-year investigation draws the attention of her abductor, a seemingly mild-mannered professor who, in truth, harbors a diabolically clinical and calculating mind. When the kidnapper contacts the man and promises to reveal his loverâ€™s fate, The Vanishing unfolds with intense precision, culminating in a genuinely chilling finale that has unnerved audiences around the world.",107,Horror|Thriller,MGS Film,10/27/88,40,7.1,1988,0,0
19881007	26723,tt0095360,0.120104,0,0,Imagine: John Lennon,John Lennon|Yoko Ono|Paul McCartney|George Harrison|Ringo Starr,,Andrew Solt,"Discover John...the angry youth, the musician, the radical, the husband, the father, the lover, the idealist...through his own words and personal collection of film and music.",musician|the beatles|music band|yoko ono|nude image,"John Lennon, David Bowie, Julian Lennon, and Yoko Ono Lennon are featured in this portrait of the life of musician John Lennon.  A documentary about former Beatle John Lennon, narrated by Lennon himself, with extensive material from Yoko Ono's personal collection.  This feature-film biography of the legendary rock musician includes previously unseen footage from Lennon's private archives, as well as interviews with his first wife Cynthia, second wife Yoko Ono and sons Julian and Sean. Narrated in Lennon's own voice, IMAGINE was taken from the 240 hours of personal film and video from the star's private collection. Directed by Andrew Solt (who is also responsible for the rockumentary THIS IS ELVIS,) this unique film gives fan a look at the enigmatic, innovative, and often changing pop revolutionary that is unavailable anywhere else.",100,Documentary|Music,,10/7/88,15,6.8,1988,0,0
19881007	10128,tt0094631,0.528411,16000000,0,Alien Nation,James Caan|Mandy Patinkin|Terence Stamp|Kevyn Major Howard|Leslie Bevis,,Graham Baker,Prepare Yourself.,living together|delinquency|cop|alien invasion,"A few years from now, Earth will have the first contact with an alien civilisation. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",91,Crime|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|American Entertainment Partners II L.P.,10/7/88,30,5.6,1988,29502256.3694449,0
19880519	9396,tt0092493,0.83832,0,239606210,Crocodile Dundee II,Paul Hogan|Linda Kozlowski|John Meillon|Ernie Dingo|Charles S. Dutton,,John Cornell,The world's favourite adventurer is back for more! much more!,new york|crocodile|australia|large knife|aftercreditsstinger,Australian outback expert protects his New York love from gangsters who've followed her down under.,110,Adventure|Comedy,Paramount Pictures,5/19/88,159,5.5,1988,0,441807739.695691
19880422	15482,tt0095989,0.177816,0,0,Return of the Killer Tomatoes!,Michael Villani|Harvey Weber|John De Bello|George Clooney|Gordon Howard,,John De Bello,"They were out for blood, and rotten to the core. Now they're back ...",tomato|sequel|mad scientist|independent film|spoof,Crazy old Professor Gangreen has developed a way to make tomatoes look human for a second invasion.,98,Comedy|Horror|Science Fiction,Four Square Productions|Transatlantic Entertainment|Tomatos II,4/22/88,20,5.1,1988,0,0
19880225	Riding the coattails of the resurgent boom in horror films after the success of Halloween, Terror Train features teeth-chattering direction by Roger Spottiswoode and pristine cinematography from John Alcott.  The story is the basic slasher film premise, remounted on a moving train.
19880225	26603,tt0096380,0.156916,0,0,Vice Versa,Judge Reinhold|Fred Savage|Corinne Bohrer|Swoosie Kurtz|Jane Kaczmarek,,Brian Gilbert,"Just when he was ready for mid-life crisis, something unexpected came up. Puberty.",based on novel|role reversal|school|teen movie|body-swap,"A mysterious oriental skull transforms a father into his son, and vice versa.",98,Comedy|Fantasy,Columbia Pictures Corporation,2/25/88,13,6,1988,0,0
19880225	26603,tt0096380,0.156916,0,0,Vice Versa,Judge Reinhold|Fred Savage|Corinne Bohrer|Swoosie Kurtz|Jane Kaczmarek,,Brian Gilbert,"Just when he was ready for mid-life crisis, something unexpected came up. Puberty.",based on novel|role reversal|school|teen movie|body-swap,"A mysterious oriental skull transforms a father into his son, and vice versa.",98,Comedy|Fantasy,Columbia Pictures Corporation,2/25/88,13,6,1988,0,0
19880225	227425,tt3111728,0.28055,0,0,Alpha and Omega 2: A Howl-iday Adventure,Ben Diskin|Marieve Herington|Liza West|Tracy Pfau|Bill Lader,,Richard Rich|Steve Moore,,,"Kate &amp; Humphrey and their three wolf cubs (Smokey, Claudette and Runt) are happily preparing to celebrate their first winter holidays together when their smallest cub, Runt, mysteriously disappears. They must now go on a new journey across the wilderness to find Runt before the winter festivities begin at h0
19880115	27814,tt0094793,0.019075,0,0,Brain Damage,Rick Hearst|Jennifer Lowry|Gordon MacDonald|Theo Barnes|Lucille Saint-Peter,,Frank Henenlotter,It's A Headache From Hell!,brain,"A normal, average guy who lives in New York City becomes dependent on an evil, disembodied brain.",86,Comedy|Horror,Palisades Partners,1/15/88,11,5.6,1988,0,0
19880115	24929,tt0095990,0.41037,6200000,9205924,Return of the Living Dead Part II,James Karen|Thom Mathews|Suzanne Snyder|Michael Kenworthy|Marsha Dietlein,,Ken Wiederhorn,Just when you thought it was safe to be dead.,undead|zombies,"A group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains.",89,Comedy|Horror,Greenfox,1/15/88,35,6.1,1988,11432124.3431599,16974720.6228516
19880115	23752,tt0094910,0.151874,0,0,The Couch Trip,Dan Aykroyd|Walter Matthau|Charles Grodin|Donna Dixon|Richard Romanus,,Michael Ritchie,A comedy of truly loony proportions.,independent film,"The escaped delinquent John W. Burns, Jr. replaces Dr. Maitlin on a radio show, saying he's the psychiatrist Lawrence Baird.",97,Comedy,Orion Pictures,1/15/88,11,5.1,1988,0,0
19870918	2493,tt0093779,1.186793,16000000,30857814,The Princess Bride,Cary Elwes|Robin Wright|Mandy Patinkin|AndrÃ© the Giant|Chris Sarandon,,Rob Reiner,It's as real as the feelings you feel.,swashbuckler|evil prince|reference to socrates|reference to plato|screwball,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",98,Adventure|Family|Fantasy|Comedy|Romance,Act III Communications|The Princess Bride Ltd.|Buttercup Films Ltd.,9/18/87,1000,7.5,1987,30705287.0090344,59218627.2088375
19870818	59558,tt0092549,0.005529,0,0,Miami Connection,Y.K. Kim|Vincent Hirsch|Joseph Diamand|Maurice Smith|Angelo Janotti,http://drafthousefilms.com/film/miami-connection,Y.K. Kim|Woo-sang Park,Greetings from the most dangerous jungle in the world: the streets of Miami.,ninjas|blood|falling from height|computer class,"In a world where ninjas dream of being rock stars and rock stars dream of being ninjas, a martial arts rock band goes up against a band of motorcycle ninjas who have tightened their grip on Florida's narcotics trade.",86,Action|Crime,Drafthouse Films,8/18/87,13,5.8,1987,0,0
19870710	16889,tt0093857,0.233246,0,22642033,Revenge of the Nerds II: Nerds in Paradise,Robert Carradine|Curtis Armstrong|Larry B. Scott|Timothy Busfield|Courtney Thorne-Smith,,Joe Roth,They're Back!,nerd|vacation|farce|jock|frame up,"The members of the Lambda Lambda Lambda fraternity travel to Fort Lauderdale for a fraternity conference. They'll have to beat off the attacks of their rival frat, the Alphas, if they want to maintain their self-respect -- and, of course, if they want to get anywhere with the pretty girls!",98,Comedy,Twentieth Century Fox Film Corporation|Amercent Films|American Entertainment Partners L.P.|Interscope Communications,7/10/87,29,6.1,1987,0,43451882.6083143
19870701	14499,tt0093543,0.187714,7200000,2300000,Mio min Mio,Nick Pickard|Christian Bale|Timothy Bottoms|Susannah York|Christopher Lee,,Vladimir Grammatikov,"They're two best friends, a million miles from home. On an incredible adventure, beyond the boundaries of space and time. In a place called...The Land of Faraway.",boy|friendship|knight,"They're two best friends, a million miles from home. On an incredible adventure, beyond the boundaries of space and time. A fantasy about a lonely boy who is transferred from his dull life with his adoptive parents to the land where his real father is the king.",99,Adventure|Drama|Fantasy|Family|Mystery,Gorky Film Studio|Nordisk Tonefilm International,7/1/87,11,6.1,1987,13817379.1540655,4413885.0075487
19870629	708,tt0093428,1.511663,40000000,191185897,The Living Daylights,Timothy Dalton|Maryam d'Abo|Jeroen KrabbÃ©|Joe Don Baker|John Rhys-Davies,http://www.mgm.com/view/movie/1132/The-Living-Daylights/,John Glen,Licensed to thrill.,london|smuggling of arms|prison|england|assassination,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,130,Action|Adventure|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM),6/29/87,238,6,1987,76763217.5225861,366901114.966543
19870617	21299,tt0092638,0.159347,0,0,Benji the Hunted,Red Steagall|Frank Inn|Nancy Francis,,Joe Camp,Benji's Back! In the most exciting adventure of his life!,hunter|wilderness|cougar|lost at sea|benji,"Benji has become stranded on a remote island after a boating accident. He finds himself struggling to survive in the wilderness, avoiding close encounters with a wolf, a bear, and a territorial female cougar with her cub.",88,Action|Adventure|Family,Embark Production,6/17/87,14,6.4,1987,0,0
19870306	635,tt0092563,0.754116,17000000,17185632,Angel Heart,Mickey Rourke|Robert De Niro|Lisa Bonet|Charlotte Rampling|Stocker Fontelieu,,Alan Parker,Harry Angel has been hired in search for the truth. Pray he doesn't find it.,southern u.s.|amnesia|drug addiction|new orleans|neurosis,"The down-and-out private detective Harry Angel is ordered, by a mysterious man named Louis Cyphre, to go on a mission to find a missing person. His routine failure soon leads to a bloody spur with himself as Harry Angel goes on a supernatural journey into his soul.",113,Horror|Mystery|Thriller,TriStar Pictures|Winkast Film Productions|Carolco Pictures|Union,3/6/87,139,6.7,1987,32624367.4470991,32980610.1869779
19861212	8388,tt0092086,0.731945,25000000,0,Â¡Three Amigos!,Chevy Chase|Steve Martin|Martin Short|Patrice Martinez|Philip Gordon,,John Landis,"They're Down On Their Luck And Up To Their Necks In Senoritas, Margaritas, Banditos And Bullets!",mexico|hero|village|united statesâ€“mexico barrier|confusion,"Three unemployed actors accept an invitation to a Mexican village to replay their bandit fighter roles, unaware that it is the real thing.",102,Comedy|Western,L.A. Films|Home Box Office (HBO),12/12/86,134,6.3,1986,49735160.2715539,0
19861212	10136,tt0091129,0.642842,25000000,79817939,The Golden Child,Eddie Murphy|Charles Dance|Charlotte Lewis|Victor Wong|Peter Kwong,,Michael Ritchie,Eddie Murphy is the chosen one.,monk|social worker|wretch|tibet|demon,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",94,Action|Adventure|Comedy,Paramount Pictures,12/12/86,152,5.4,1986,49735160.2715539,158790319.548404
19861024	12278,tt0091991,0.464307,0,0,Soul Man,C. Thomas Howell|Rae Dawn Chong|Arye Gross|James Earl Jones|Melora Hardin,,Steve Miner,A comedy with heart and soul,soul|secret identity|harvard university|college|scholarship,"Soul Man is a comedy film made in 1986 about a man who undergoes racial transformation with pills to qualify for an African-American-only scholarship at Harvard Law School. It stars C. Thomas Howell, Rae Dawn Chong, Arye Gross, James Earl Jones, Leslie Nielsen, and Julia Louis-Dreyfus.",104,Comedy,,10/24/86,15,5.4,1986,0,0
19860913	1890,tt0090830,0.200781,0,31853080,Children of a Lesser God,Marlee Matlin|William Hurt|Philip Bosco|John Limnidis|Piper Laurie,,Randa Haines,Love has a language all of its own.,deaf-mute|listening|man-woman relation|deaf|woman director,"James is a new speech teacher at a school for the deaf. He falls for Sarah, a pupil who decided to stay on at the school rather than venture into the big bad world. She shuns him at first, refusing to read his lips and only using signs. Will her feelings change over time?",119,Drama|Romance,Paramount Pictures,9/13/86,25,6.7,1986,0,63368721.5577052
19860808	27995,tt0091939,0.139942,0,0,She's Gotta Have It,Tracy Camilla Johns|Tommy Redmond Hicks|John Canada Terrell|Spike Lee|Raye Dowell,,Spike Lee,A Seriously Sexy Comedy,lesbian|black independent film,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",84,Comedy|Romance,40 Acres & A Mule Filmworks,8/8/86,11,5.2,1986,0,0
19860702	18169,tt0090583,0.311025,0,38702310,About Last Night...,Demi Moore|Rob Lowe|Jim Belushi|Elizabeth Perkins|George DiCenzo,,Edward Zwick,Making love was easy...being in love difficult.,,"A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends.",113,Comedy|Drama|Romance,TriStar Pictures|Delphi V Productions,7/2/86,21,5,1986,0,76994623.6291746
19860618	8856,tt0091326,0.772494,113,115103979,"The Karate Kid, Part II",Ralph Macchio|Pat Morita|Martin Kove|Charlie Tanimoto|Yuji Okumoto,,John G. Avildsen,"This time, the combat is real.",martial arts|karate|okinawa|revanche|self esteem,"Mr. Miyagi and Daniel take a trip to Okinawa to visit Mr. Miyagi's dying father. After arriving Mr. Miyagi finds he still has feelings for an old love. This stirs up trouble with an old rival who he originally left Okinawa to avoid. In the mean time, Daniel encounters a new love and also makes some enemies.",113,Adventure|Drama|Action|Romance|Family,Columbia Pictures Corporation|Delphi V Productions,6/18/86,211,5.8,1986,224.802924427423,228988593.738343
19860516	744,tt0092099,1.469796,15000000,356830601,Top Gun,Tom Cruise|Kelly McGillis|Val Kilmer|Anthony Edwards|Tom Skerritt,,Tony Scott,Up there with the best of the best.,lovesickness|loss of lover|fighter pilot|self-discovery|pilot,"For Lieutenant Pete Mitchell and his friend and Co-Pilot Nick Bradshaw being accepted into an elite training school for fighter pilots is a dream come true.  A tragedy, as well as personal demons, threaten Pete's dreams of becoming an Ace pilot.",110,Drama|Action|Romance,Paramount Pictures,5/16/86,1046,6.6,1986,29841096.1629323,709881085.221197
19860214	10068,tt0091635,1.161139,17000000,6735922,Nine 1/2 Weeks,Mickey Rourke|Kim Basinger|Margaret Whitton|David Margulies|Christine Baranski,,Adrian Lyne,They Broke Every Rule,sexual obsession|prostitute|women's sexual identity|broker|gallery owner,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",117,Drama|Romance,Producers Sales Organization (PSO)|Jonesfilm|Galactic Films|Triple Ajaxxx,2/14/86,90,5.9,1986,33819908.9846567,13400486.4098674
19860117	33061,tt0092115,0.245607,1100000,5450815,Troll,Noah Hathaway|Michael Moriarty|Julia Louis-Dreyfus|Shelley Hack|Jenny Beck,,John Carl Buechler,"Worlds of Magic, Mystery and Menace.",troll|potter,"When a family moves into a San Francisco apartment, an opportunistic troll decides to make his move and take possession of little Wendy (Jenny Beck), thereby paving the way for new troll recruits, the first in his army that will take eventual control of the planet. We soon discover Torok is the ex-husband of Eunice St. Clair, a resident in the building who was married to Torok.",82,Fantasy|Horror,Empire Pictures|Altar Productions,1/17/86,22,4.6,1986,2188347.05194837,10843886.3054236
19851218	873,tt0088939,1.012186,15000000,146292009,The Color Purple,Whoopi Goldberg|Margaret Avery|Danny Glover|Akosua Busia|Oprah Winfrey,,Steven Spielberg,It's about life. It's about love. It's about all of us.,prison|africa|southern u.s.|rape|black people,"In the southern United States in the 1930s, a male-dominated African American woman fights her way through a troubled life.",154,Drama,Amblin Entertainment|The Guber-Peters Company|Warner Bros.,12/18/85,168,7.5,1985,30407490.7839963,296558194.362654
19851122	16082,tt0090319,0.322151,0,42160849,White Nights,Mikhail Baryshnikov|Gregory Hines|Jerzy Skolimowski|Helen Mirren|Geraldine Page,,Taylor Hackford,,kgb|tap dancing|escape|emigrant,"An expatriate Russian dancer is on a plane forced to land on Soviet territory. He is taken to an apartment in which a black American who has married a Russian woman lives with her. He is to become a dancer for the Bolshoi again, but he wishes to escape, but can he trust the American?",136,Drama|Thriller,Columbia Pictures,11/22/85,10,5.8,1985,0,85467041.8275307
19851121	1374,tt0089927,1.149954,31000000,300473716,Rocky IV,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Brigitte Nielsen,,Sylvester Stallone,He's facing the ultimate challenge. And fighting for his life.,usa|transporter|loss of lover|cold war|union of soviet socialist republics,"Rocky must come out of retirement to battle a gargantuan Soviet fighter named Drago, who brutally punished Rocky's friend and former rival, Apollo Creed. Seeking revenge in the name of his fallen comrade and his country, Rocky agrees to fight Drago in Moscow on Christmas, and the bout changes both fighters -- and the world.",91,Drama,United Artists,11/21/85,517,6.6,1985,62842147.6202591,609110116.673542
19850927	15983,tt0089348,0.355653,0,0,Invasion U.S.A.,Chuck Norris|Richard Lynch|Melissa Prophet|Alexander Zale|Alex Colon,,Joseph Zito,America wasn't ready...but HE was!,,A one-man army comes to the rescue of the United States when a spy attempts an invasion.,107,Action|Thriller,Cannon Films,9/27/85,18,4.5,1985,0,0
19850925	35144,tt0089385,0.251976,0,2135577,The Journey of Natty Gann,Meredith Salenger|John Cusack|Ray Wise|Scatman Crothers,,Jeremy Kagan,,great depression|attempted rape|hitchhiking|child smoking cigarette|riding freight train,"Natty Gann (played by Meredith Salenger) is a twelve year old Depression era girl whose single-parent father leaves her behind in Chicago while he goes to Washington State to look for work in the timber industry. Natty runs away from the guardian she was left with to follow Dad. She befriends and is befriended by a wolf that has been abused in dog fights, hops a freight train west, and is presumed dead when her wallet is found after the train crashes. Dad gets bitter and endangers himself in his new job. Meanwhile Natty has a series of adventures and mis- adventures in various farmhouses, police stations, hobo camps, reform schools, and boxcars.",101,Adventure,Buena Vista Distribution Company,9/25/85,13,6.2,1985,0,4329169.19640097
19850726	11703,tt0089424,0.334805,0,0,Kiss of the Spider Woman,William Hurt|RaÃºl JuliÃ¡|SÃ´nia Braga|JosÃ© Lewgoy,,Hector Babenco,,gay|male nudity|prison|based on novel|homophobia,"Luis Molina and Valentin Arregui are cell mates in a South American prison. Luis, a homosexual, is found guilty of immoral behaviour and Valentin is a political prisoner. To escape reality Luis invents romantic movies, while Valentin tries to keep his mind on the situation he's in. During the time they spend together, the two men come to understand and respect one another.",120,Drama,HB Filmes,7/26/85,15,5.5,1985,0,0
19850607	49370,tt0089798,0.135989,19000000,12918858,Perfect,John Travolta|Jamie Lee Curtis|Marilu Henner|Laraine Newman|Jann Wenner,,James Bridges,John Travolta and Jamie Lee Curtis work up a sweat together!,courtroom|gym|aerobics|fitness,"A female aerobics instructor meets a male reporter doing a story on health clubs, but it isn't love at first sight.",115,Drama|Romance,Columbia Pictures Corporation|Delphi III Productions|Pluperfect,6/7/85,13,4.3,1985,38516154.993062,26188670.3716504
19850322	23919,tt0089826,0.5129,9000000,20518905,Porky's Revenge,Dan Monahan|Wyatt Knight|Tony Ganios|Mark Herrier|Kaki Hunter,,James Komack,The final conflict,student|teenager|mischief|misadventure,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game since he has bet on the opposing team.",92,Comedy,SLM Production Group|Melvin Simon Productions|Astral Bellevue PathÃ©,3/22/85,21,4.4,1985,18244494.4703978,41595227.6456797
19850301	12764,tt0089604,0.215817,2410000,10755447,Missing in Action 2: The Beginning,Chuck Norris|Soon-Tek Oh|Steven Williams|Bennett Ohta|Cosie Costa,,Lance Hool,Chuck Norris is back! A one-man time bomb set to explode!,prisoner of war|liberation|vietnam war|vietcong|death of a friend,"Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a brutal prison camp, and his plans to escape.",100,Action|Adventure|War,Golan-Globus Productions|The Cannon Group,3/1/85,30,5,1985,4885470.18596207,21803077.0353507
19850220	68,tt0088846,1.105634,15000000,0,Brazil,Jonathan Pryce|Robert De Niro|Katherine Helmond|Ian Holm|Bob Hoskins,,Terry Gilliam,It's only a state of mind.,bureaucracy|police state|terror|great britain|dream,"Brazil is a Terry Gilliam dystopic black comedy film that reflects the melancholy, dreamlike quality of a famous Brazilian song thatâ€™s been translated into English. The film parodies the mostly dysfunctional bureaucratic world we live in and takes us to a post-apocalyptic world in the future yet with our present day attitudes in mind.",132,Comedy|Science Fiction,Embassy International Pictures,2/20/85,434,7.4,1985,30407490.7839963,0
19841221	16806,tt0087507,0.263961,0,0,Johnny Dangerously,Michael Keaton|Peter Boyle|Griffin Dunne|Marilu Henner|Joe Piscopo,,Amy Heckerling,Organized crime has never been this disorganized!,organized crime|mobster|woman director,"Set in the 1930s, an honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.",90,Action|Comedy|Thriller|Crime,20th Century Fox|Edgewood Productions,12/21/84,21,6.5,1984,0,0
19841214	9507,tt0088024,0.190287,0,0,Runaway,Tom Selleck|Cynthia Rhodes|Gene Simmons|Kirstie Alley|Stan Shaw,,Michael Crichton,IT IS THE FUTURE. Machines are being programmed to turn against us. Someone must stop the madman who started it all.,technology|future|chase|revenge|murder,"In the near future, a police officer specializes in malfunctioning robots. When a robot turns out to have been programmed to kill, he begins to uncover a homicidal plot to create killer robots... and his son becomes a target.",100,Thriller|Crime|Science Fiction,TriStar Pictures,12/14/84,31,4.7,1984,0,0
19841026	279,tt0086879,1.682283,18000000,51973029,Amadeus,F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow,,MiloÅ¡ Forman,...Everything you've heard is true,italy|composer|opera|talent|musician,"The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri â€“ now confined to an insane asylum.",160,Drama|History|Music,Warner Bros.,10/26/84,560,7.5,1984,37782756.7054947,109093572.775256
19840531	157,tt0088170,0.82288,18000000,87000000,Star Trek III: The Search for Spock,William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,,Leonard Nimoy,A dying planet. A fight for life.,,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned Enterprise to return to the restricted Genesis planet to recover Spock's body.,105,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,5/31/84,239,6.1,1984,37782756.7054947,182616657.409891
19840519	655,tt0087884,0.518436,1746964,2181987,"Paris, Texas",Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Hunter Carson|Aurore ClÃ©ment,,Wim Wenders,A place for dreams. A place for heartbreak. A place to pick up the pieces.,brother brother relationship|regret|texas|peep show|van,"A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.",147,Drama,Channel Four Films|Pro-ject Filmproduktion|Argos Films|Westdeutscher Rundfunk (WDR)|Road Movies Filmproduktion,5/19/84,146,7.4,1984,3666950.87695877,4580082.44197513
19840309	2619,tt0088161,0.524253,8000000,69821334,Splash,Tom Hanks|Daryl Hannah|Eugene Levy|John Candy|Dody Goodman,,Ron Howard,Allen Bauer Thought He'd Never Find The Right Woman... He Was Only Half Wrong!,bachelor|mermaid|sirena,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",111,Comedy|Fantasy|Romance,Touchstone Pictures,3/9/84,147,6.1,1984,16792336.3135532,146557915.298616
